Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
35,Female,High School,Single,58839.0,721.0,18758.0,Business,Employed,4,Excellent,0.2845336413713503,160540.0,3.0,North Jennaburgh,KS,Lao People's Democratic Republic,1.0,2,Low
25,Female,Master's,Single,35915.0,623.0,16892.0,Personal,Employed,19,Excellent,0.4010797696665574,176112.0,2.0,Sharpshire,VA,Isle of Man,4.0,0,Low
65,Female,PhD,Single,82325.0,615.0,44170.0,Business,Employed,4,Good,0.2219210090377824,178684.0,3.0,Johnfort,LA,Singapore,2.0,0,Low
68,Female,Bachelor's,Divorced,118863.0,724.0,23676.0,Business,Unemployed,5,Excellent,0.1285053990525856,134719.0,1.0,New Stacybury,HI,Croatia,3.0,1,Low
53,Non-binary,Master's,Widowed,50373.0,690.0,19006.0,Home,Self-employed,18,Poor,0.5660449563549209,259413.0,2.0,Jamestown,DE,French Polynesia,1.0,2,Medium
50,Male,Bachelor's,Married,65097.0,695.0,9075.0,Home,Employed,15,Excellent,0.2107136095921288,261860.0,0.0,Collinsfort,NV,North Macedonia,1.0,1,Low
44,Non-binary,High School,Married,33669.0,713.0,9925.0,Business,Unemployed,16,Good,0.412747369,91803.0,2.0,Andrewsland,VA,Reunion,0.0,1,Low
50,Female,High School,Married,72207.81214320354,604.0,58292.705168678964,Home,Employed,13,Poor,0.5117551393536264,36752.051362019265,0.0,Synthetic,Synthetic,Synthetic,5.0,2,High
29,Male,PhD,Married,112040.0,700.0,42849.0,Home,Unemployed,7,Fair,0.4862728734304198,158374.0,3.0,Aaronview,IA,Korea,2.0,1,Low
29,Non-binary,High School,Married,62213.0,719.0,16036.0,Personal,Self-employed,18,Fair,0.1049802657420404,173093.0,4.0,New Marioberg,FM,Uzbekistan,0.0,1,Low
65,Female,PhD,Married,94289.0,746.0,41806.0,Business,Unemployed,9,Good,0.4884333284509057,110057.0,2.0,West Tylermouth,MD,Georgia,4.0,0,Low
65,Non-binary,PhD,Divorced,21927.0,726.0,17859.0,Auto,Employed,19,Excellent,0.2057392675717679,132723.0,0.0,New Megan,NJ,Netherlands Antilles,1.0,0,Medium
55,Female,PhD,Widowed,60570.203106403766,629.0,53315.74774298955,Auto,Unemployed,27,Poor,0.44747899534396046,73337.66069508501,1.0,Synthetic,Synthetic,Synthetic,4.0,2,High
46,Male,PhD,Married,37986.0,741.0,5217.0,Personal,Unemployed,11,Excellent,0.2432690403561944,24766.0,4.0,North Stephanie,LA,Saint Lucia,2.0,2,Medium
43,Non-binary,High School,Divorced,85510.0,792.0,49946.0,Personal,Self-employed,2,Excellent,0.5601574417718016,116108.0,3.0,Carlaland,TN,Bosnia and Herzegovina,0.0,2,Low
27,Male,Bachelor's,Single,31073.0,696.0,20178.0,Auto,Self-employed,5,Poor,0.2110852994636925,126314.0,0.0,Connorland,NC,Czech Republic,4.0,2,Medium
60,Non-binary,Master's,Married,100399.0,757.0,5017.0,Personal,Unemployed,3,Good,0.2829521949468868,45250.0,3.0,North Luis,OH,Zimbabwe,1.0,0,Low
68,Male,Master's,Married,36339.953066233546,602.0,56599.3345226618,Personal,Self-employed,10,Poor,0.5836540700459433,91939.09037687091,5.0,Synthetic,Synthetic,Synthetic,2.0,1,High
56,Female,Master's,Married,105970.0,785.0,20876.0,Business,Unemployed,6,Excellent,0.2934630566677668,244024.0,2.0,Fisherfurt,KY,Jamaica,2.0,0,Low
20,Male,High School,Married,40662.0,717.0,19263.0,Home,Employed,7,Good,0.4499714574716367,187205.0,1.0,Pamelaton,AR,Fiji,3.0,0,Low
68,Non-binary,Master's,Married,48887.0,718.0,44579.0,Business,Self-employed,3,Excellent,0.5694054468357426,274797.0,1.0,Lake Kennethberg,FL,Bouvet Island (Bouvetoya),4.0,0,Low
38,Non-binary,Master's,Divorced,104383.0,742.0,37723.0,Personal,Self-employed,1,Poor,0.5340117366940732,195745.0,0.0,North Jeffreyberg,DC,French Guiana,3.0,1,High
36,Non-binary,Bachelor's,Widowed,61095.0,761.0,40568.0,Home,Employed,17,Fair,0.260427265,58038.0,2.0,West Paul,VI,Falkland Islands (Malvinas),1.0,0,Low
25,Non-binary,PhD,Single,38317.0,659.0,27703.0,Home,Unemployed,7,Poor,0.1334084536110923,135419.0,0.0,Patriciamouth,TX,Bouvet Island (Bouvetoya),2.0,0,Medium
50,Non-binary,Master's,Married,65097.0,704.0,9445.0,Personal,Self-employed,1,Fair,0.1682135709108599,279062.0,0.0,West Davidfort,OH,Jordan,2.0,0,Low
60,Non-binary,Bachelor's,Widowed,91612.0,786.0,39591.0,Home,Self-employed,16,Fair,0.1865270955623179,22924.0,4.0,North Joshuabury,NV,Hong Kong,0.0,1,Low
19,Female,Master's,Single,110139.0,747.0,13655.0,Personal,Employed,11,Fair,0.1324623588017534,154531.0,3.0,West Kathleen,MH,Cambodia,3.0,2,Medium
53,Male,Bachelor's,Divorced,33366.19607978244,622.0,21453.141361421454,Business,Employed,0,Poor,0.6620194107068116,51311.70039902962,3.0,Synthetic,Synthetic,Synthetic,4.0,1,High
30,Male,Master's,Married,21266.876845925603,634.0,25680.449952496012,Home,Self-employed,26,Poor,0.4847917355671836,95048.55508584305,2.0,Synthetic,Synthetic,Synthetic,2.0,2,High
65,Non-binary,Bachelor's,Divorced,82104.0,701.0,16654.0,Business,Unemployed,2,Fair,0.5318525032958136,284799.0,4.0,Laurastad,LA,Yemen,4.0,1,Medium
55,Male,Master's,Single,83537.0,794.0,49471.0,Auto,Self-employed,3,Excellent,0.4571850650330044,189491.0,1.0,West Krista,CO,Jordan,3.0,1,Medium
50,Non-binary,PhD,Married,67670.0,711.0,40726.0,Personal,Employed,8,Fair,0.4336144713988717,133876.0,3.0,Goldentown,MN,Kyrgyz Republic,2.0,0,Medium
22,Male,High School,Widowed,73850.98244443789,613.0,50504.4633679492,Auto,Self-employed,20,Fair,0.5074749022909812,67705.77547998399,3.0,Synthetic,Synthetic,Synthetic,5.0,2,High
63,Female,Master's,Divorced,81852.0,635.0,32276.0,Home,Employed,14,Poor,0.12142396963058,127449.0,1.0,Colemouth,MI,Ethiopia,0.0,0,Low
49,Female,High School,Married,45651.0,772.0,46555.0,Business,Self-employed,10,Fair,0.328010095,252580.0,3.0,South Connorborough,TX,Peru,3.0,2,Medium
43,Non-binary,PhD,Married,28709.0,718.0,22568.0,Personal,Employed,11,Poor,0.3886599151541157,215894.0,3.0,Lake Taylorland,GA,Cyprus,3.0,2,Low
46,Female,Bachelor's,Widowed,109907.0,676.0,35060.0,Auto,Unemployed,19,Excellent,0.3174790411289857,32628.0,3.0,Christyburgh,VT,New Caledonia,3.0,0,Low
54,Male,Bachelor's,Divorced,70377.73131823447,594.0,124333.5833110422,Personal,Unemployed,9,Poor,0.4190620800898495,92606.91969561395,0.0,Synthetic,Synthetic,Synthetic,5.0,1,High
20,Male,Master's,Married,68155.0,641.0,10976.0,Business,Self-employed,1,Excellent,0.4937470233169507,285175.0,2.0,Port Heathertown,OK,Ukraine,4.0,2,Low
18,Female,Master's,Widowed,37693.0,620.0,46767.0,Business,Unemployed,10,Poor,0.2401280437530172,293639.0,3.0,Frankbury,MI,Tunisia,0.0,1,Low
25,Female,PhD,Divorced,60907.802354299914,641.0,93735.06371975297,Auto,Employed,22,Poor,0.5981654505429207,22595.58895542256,2.0,Synthetic,Synthetic,Synthetic,5.0,2,High
44,Male,Master's,Divorced,22092.24218240368,633.0,43185.37233370838,Personal,Unemployed,27,Fair,0.44425451482674794,7791.916562599599,1.0,Synthetic,Synthetic,Synthetic,3.0,2,High
47,Male,High School,Widowed,65650.0,611.0,44507.0,Business,Self-employed,18,Good,0.1155415937861234,20233.0,4.0,East Jason,PW,Spain,3.0,1,Low
52,Male,PhD,Single,109871.0,732.0,38857.0,Personal,Self-employed,13,Excellent,0.1287225670496769,26888.0,4.0,East Tiffany,DE,Gibraltar,4.0,1,Low
44,Male,PhD,Divorced,57677.58866182966,581.0,91313.24454507961,Auto,Unemployed,30,Poor,0.4631442309567523,90482.28691815218,5.0,Synthetic,Synthetic,Synthetic,5.0,2,High
68,Male,High School,Widowed,41529.0,671.0,45327.0,Business,Self-employed,16,Excellent,0.2270103336918989,163080.0,4.0,Port Jerry,PW,Ethiopia,4.0,1,Low
41,Female,Bachelor's,Married,99690.96390485071,831.0,67998.46081245287,Personal,Unemployed,0,Good,0.09275579093628684,373679.34181845724,0.0,Synthetic,Synthetic,Synthetic,0.0,0,Low
53,Female,Bachelor's,Divorced,59680.48346002086,600.0,64008.513318251105,Home,Employed,22,Poor,0.4592246878226946,60453.98624835231,2.0,Synthetic,Synthetic,Synthetic,5.0,0,High
68,Male,PhD,Single,80062.0,757.0,19873.0,Business,Unemployed,11,Good,0.1662295687039051,244674.0,4.0,South Rebecca,WY,Mayotte,0.0,2,Low
64,Non-binary,Master's,Widowed,95475.0,689.0,44284.0,Auto,Self-employed,11,Good,0.465649917044561,223428.0,1.0,Dennisfurt,TX,Myanmar,0.0,0,High
51,Non-binary,PhD,Married,106708.0,739.0,20411.0,Auto,Self-employed,17,Fair,0.4412089164791566,143215.0,4.0,Markland,SC,Belize,3.0,0,High
32,Male,Master's,Divorced,109352.9860676854,714.0,74454.26459190188,Auto,Employed,2,Good,0.23311926272267802,89237.2288849056,5.0,Synthetic,Synthetic,Synthetic,2.0,2,Medium
51,Female,High School,Married,184842.3156490228,827.0,116477.9591782408,Personal,Self-employed,5,Excellent,0.18037730211029446,104795.68266647549,1.0,Synthetic,Synthetic,Synthetic,0.0,2,Low
53,Non-binary,High School,Single,71272.6236740915,638.0,80838.70040435455,Business,Self-employed,7,Fair,0.6419403232770325,48901.04939380412,4.0,Synthetic,Synthetic,Synthetic,4.0,2,High
47,Non-binary,PhD,Divorced,104619.0,663.0,23798.0,Auto,Unemployed,16,Good,0.2840763957268816,232903.0,1.0,Allenfort,FM,Ethiopia,2.0,2,Low
33,Non-binary,PhD,Divorced,67951.0,666.0,41258.0,Personal,Self-employed,0,Fair,0.4792175132475799,58081.0,2.0,Morrisview,MI,Svalbard & Jan Mayen Islands,3.0,0,Low
43,Female,Master's,Widowed,47382.59964665616,598.0,38869.59236749355,Home,Self-employed,16,Poor,0.5027525211845634,596.928249369233,1.0,Synthetic,Synthetic,Synthetic,5.0,1,High
61,Non-binary,PhD,Widowed,38368.0,667.0,8110.0,Personal,Unemployed,5,Good,0.4577358648337764,111260.0,1.0,Youngville,OK,Mali,0.0,1,Medium
43,Non-binary,Master's,Single,49473.0,616.0,34324.0,Home,Unemployed,16,Poor,0.1693712477972898,76552.0,0.0,Harrisonmouth,NY,American Samoa,1.0,0,Low
28,Male,PhD,Divorced,107795.22400021041,701.0,126420.14002161591,Home,Employed,24,Fair,0.20384467899790812,189444.40814552136,5.0,Synthetic,Synthetic,Synthetic,2.0,0,Medium
29,Male,PhD,Widowed,83211.0,754.0,49587.0,Home,Employed,3,Fair,0.4378621033053598,209931.0,4.0,Bennettbury,CA,Jordan,4.0,0,Medium
24,Male,Bachelor's,Married,87262.0,785.0,16876.0,Personal,Unemployed,4,Poor,0.57474662,94771.0,4.0,Port Christineshire,MP,North Macedonia,4.0,2,High
62,Non-binary,PhD,Single,111062.80782021342,684.0,138600.7611320047,Auto,Employed,4,Fair,0.2842731790163756,150475.6512171711,1.0,Synthetic,Synthetic,Synthetic,1.0,1,Medium
35,Non-binary,Bachelor's,Single,52746.0,724.0,45344.0,Business,Unemployed,19,Poor,0.4110000766564754,208129.0,1.0,Nicholasville,SC,Afghanistan,0.0,2,Low
34,Female,Bachelor's,Widowed,60751.0,615.0,22186.0,Home,Employed,5,Fair,0.1942867244769057,134406.0,3.0,Michaelberg,MA,Malta,2.0,2,Low
32,Female,PhD,Divorced,118262.0,692.0,29535.0,Personal,Self-employed,1,Excellent,0.2049131055364015,212664.0,3.0,South Kelly,MN,Belize,1.0,0,Low
60,Female,Master's,Single,75663.24861490358,692.0,82142.59267007638,Business,Employed,25,Good,0.31479940061584816,51712.34423399731,2.0,Synthetic,Synthetic,Synthetic,2.0,1,Medium
41,Male,High School,Divorced,118233.0,630.0,5816.0,Home,Self-employed,0,Excellent,0.3133019735610374,63815.0,2.0,New Jessicaport,TN,Lebanon,2.0,2,Medium
33,Male,High School,Widowed,41788.0,723.0,47440.0,Auto,Employed,14,Poor,0.1744520459099647,50781.0,2.0,Cooperton,CA,Trinidad and Tobago,1.0,1,Medium
35,Male,High School,Single,87224.0,767.0,13787.0,Personal,Employed,8,Poor,0.5707149692907296,196178.0,0.0,East Andres,WI,Tuvalu,2.0,1,Medium
60,Male,Master's,Married,79035.0,777.0,44027.0,Business,Self-employed,18,Poor,0.1310279689210623,21354.0,2.0,North Shawnshire,MI,New Caledonia,2.0,2,Medium
38,Male,Bachelor's,Divorced,55164.85183177962,647.0,79263.01718107262,Home,Self-employed,33,Poor,0.4362431462763141,94726.26359561364,4.0,Synthetic,Synthetic,Synthetic,2.0,1,High
33,Non-binary,PhD,Single,73214.0,736.0,19134.0,Auto,Unemployed,0,Poor,0.5987145321704375,43987.0,3.0,Carlosview,DE,France,0.0,0,Medium
43,Male,PhD,Married,40862.84690332766,647.0,58424.08837482162,Auto,Self-employed,13,Fair,0.6005447567387899,58572.86044089266,2.0,Synthetic,Synthetic,Synthetic,5.0,0,High
62,Non-binary,PhD,Widowed,88617.0,618.0,8600.0,Home,Employed,11,Fair,0.4725777307784049,27490.0,1.0,Thomasmouth,SC,Cyprus,1.0,2,Low
39,Female,Bachelor's,Married,64273.0,777.0,46308.0,Business,Self-employed,6,Excellent,0.1502953151877447,154005.0,2.0,Matthewview,DE,Dominican Republic,0.0,0,Medium
49,Male,Master's,Married,153964.29386388988,728.0,145894.96754428145,Home,Employed,19,Good,0.10284693474038843,387357.8489669343,1.0,Synthetic,Synthetic,Synthetic,0.0,0,Low
66,Female,PhD,Widowed,54347.18106176171,617.0,83779.42894454491,Home,Self-employed,2,Fair,0.4830795729872627,92618.6441459768,5.0,Synthetic,Synthetic,Synthetic,2.0,1,High
62,Non-binary,PhD,Widowed,44966.860221461146,632.0,73773.33578288078,Personal,Self-employed,18,Fair,0.47508560765854346,46851.42167310115,3.0,Synthetic,Synthetic,Synthetic,4.0,1,High
25,Non-binary,PhD,Single,37223.0,778.0,12986.0,Business,Employed,11,Poor,0.4665162376312278,270499.0,4.0,Richardhaven,KY,Slovakia (Slovak Republic),4.0,0,Low
64,Non-binary,PhD,Divorced,43485.0,734.0,25878.0,Auto,Employed,4,Excellent,0.5159758647653042,120485.0,2.0,West Gerald,OH,Gambia,3.0,2,Low
67,Male,PhD,Divorced,110896.0,689.0,11503.0,Business,Self-employed,9,Excellent,0.106251703430493,121360.0,0.0,New Russellfurt,HI,Jersey,2.0,0,Medium
18,Female,PhD,Divorced,87657.0,777.0,39198.0,Business,Employed,7,Poor,0.1861652865906027,39155.0,1.0,Andreatown,FL,Vietnam,4.0,1,Low
53,Non-binary,High School,Single,29350.45904741782,623.0,48808.842155533566,Home,Unemployed,35,Fair,0.613855133044373,48960.00851001604,5.0,Synthetic,Synthetic,Synthetic,2.0,1,High
47,Female,Bachelor's,Divorced,41912.0,798.0,20648.0,Business,Self-employed,17,Poor,0.2660245831439866,83701.0,3.0,Wrightview,NH,Turkmenistan,0.0,1,Medium
34,Non-binary,High School,Married,51066.0,658.0,45568.0,Business,Employed,14,Good,0.5926061260732438,269657.0,2.0,Ericashire,WI,Turkey,1.0,0,Low
29,Male,PhD,Divorced,101331.0,628.0,17671.0,Business,Self-employed,3,Good,0.4208947461428036,37211.0,4.0,New Christinemouth,KY,Panama,4.0,0,Medium
37,Female,PhD,Divorced,49360.50081211039,619.0,36593.76177409051,Business,Self-employed,25,Fair,0.6504669608942268,44010.68953327807,0.0,Synthetic,Synthetic,Synthetic,5.0,1,High
18,Female,Master's,Divorced,42696.35853523323,646.0,82071.33657465133,Auto,Employed,26,Fair,0.5202790136680229,62733.11886235495,1.0,Synthetic,Synthetic,Synthetic,5.0,0,High
47,Male,Bachelor's,Married,107091.0,795.0,47001.0,Business,Self-employed,7,Excellent,0.3082728616725838,279238.0,4.0,Stevenburgh,OH,Malawi,4.0,1,Low
26,Male,High School,Single,52476.0,772.0,29108.0,Business,Employed,17,Fair,0.3404827538415018,29651.0,2.0,Jenniferfurt,DC,Syrian Arab Republic,4.0,0,Medium
21,Non-binary,Bachelor's,Single,67673.0,756.0,45423.0,Auto,Employed,8,Fair,0.48673235,140600.0,1.0,Harveyshire,PR,United States Virgin Islands,4.0,0,Medium
22,Female,Master's,Widowed,111742.0,642.0,23049.0,Auto,Self-employed,15,Fair,0.2831662054320274,165583.0,4.0,Port Manuel,IL,Kazakhstan,0.0,1,Low
21,Female,Master's,Widowed,38640.0,705.0,39939.0,Personal,Unemployed,4,Poor,0.2215167768351935,288044.0,1.0,North John,IN,Peru,1.0,1,Low
63,Male,Bachelor's,Single,76416.0,648.0,19646.0,Personal,Employed,17,Poor,0.5664683581682529,180842.0,3.0,Katelynton,CO,Palau,2.0,0,Low
26,Non-binary,High School,Divorced,113676.0,647.0,36898.0,Auto,Employed,16,Fair,0.2840457040594009,276782.0,3.0,Baileyshire,WI,Albania,0.0,0,Low
63,Female,Master's,Married,102094.17887308501,715.0,45659.44508272123,Home,Unemployed,17,Good,0.3552282913239356,127723.1626374948,0.0,Synthetic,Synthetic,Synthetic,2.0,1,Medium
67,Non-binary,PhD,Widowed,37503.49187555733,609.0,60189.56982877947,Home,Self-employed,22,Fair,0.6458099339869605,86472.63252838976,5.0,Synthetic,Synthetic,Synthetic,5.0,0,High
65,Female,PhD,Divorced,27466.0,699.0,41512.0,Home,Employed,14,Poor,0.5791491590220509,264461.0,3.0,Stacymouth,NC,Lao People's Democratic Republic,0.0,0,Low
62,Female,PhD,Divorced,22203.0,621.0,29524.0,Business,Self-employed,17,Good,0.5279216319784661,119595.0,4.0,Watsonbury,MO,British Indian Ocean Territory (Chagos Archipelago),0.0,2,Low
28,Female,High School,Widowed,112526.0,752.0,36288.0,Personal,Employed,10,Fair,0.4742306522890495,184535.0,1.0,East Jessicabury,NY,Equatorial Guinea,2.0,1,Low
32,Non-binary,High School,Married,93703.0,739.0,12573.0,Personal,Self-employed,12,Excellent,0.2123577336394208,225327.0,3.0,Gouldchester,AS,Belarus,3.0,0,Low
33,Non-binary,High School,Single,96830.0,651.0,44342.0,Personal,Self-employed,13,Good,0.3609117325594922,249934.0,2.0,Tylerstad,NY,Solomon Islands,2.0,2,Low
50,Male,High School,Widowed,59170.24383264002,624.0,98421.72369849101,Home,Employed,3,Poor,0.4937202582268414,408.3744652349508,3.0,Synthetic,Synthetic,Synthetic,3.0,1,High
41,Non-binary,Bachelor's,Divorced,76880.0,766.0,17134.0,Business,Employed,9,Good,0.3417714266532411,151138.0,0.0,East Chad,ID,Moldova,4.0,0,Low
65,Non-binary,Master's,Single,65161.0,672.0,47662.0,Auto,Employed,4,Poor,0.4499463236772343,75389.0,4.0,East Darrell,NJ,Morocco,4.0,1,Medium
45,Non-binary,Bachelor's,Single,89201.0,756.0,34603.0,Personal,Unemployed,2,Excellent,0.3225491867146269,271038.0,3.0,Port Rachelfort,CA,India,2.0,0,Low
68,Female,PhD,Married,89484.0,626.0,43381.0,Auto,Self-employed,11,Fair,0.1821959505558451,268459.0,3.0,Martinshire,PW,Malawi,1.0,0,Medium
35,Male,Master's,Divorced,79095.08818539053,635.0,157879.53522013148,Auto,Self-employed,8,Fair,0.6657697406248826,46672.422123870325,3.0,Synthetic,Synthetic,Synthetic,4.0,2,High
61,Female,Bachelor's,Widowed,56467.51159642,648.0,61857.86613834996,Business,Employed,12,Poor,0.5255852844206036,66334.81043483653,1.0,Synthetic,Synthetic,Synthetic,5.0,0,High
67,Non-binary,Master's,Single,43335.581244337314,604.0,75743.48389079476,Auto,Employed,11,Fair,0.405428639399672,19223.461206730386,0.0,Synthetic,Synthetic,Synthetic,4.0,1,High
67,Non-binary,Bachelor's,Married,57538.0,759.0,45957.0,Auto,Employed,3,Good,0.5010347190074691,144912.0,0.0,Lake Baileychester,VI,Paraguay,4.0,1,Low
50,Non-binary,Bachelor's,Widowed,31394.0,648.0,9342.0,Auto,Self-employed,5,Excellent,0.5417072727833081,267356.0,3.0,North Katherine,NY,Mali,3.0,1,Low
67,Male,PhD,Married,71318.0,701.0,35980.0,Business,Self-employed,12,Excellent,0.1439265388111232,237006.0,2.0,Booneborough,FL,French Guiana,1.0,1,High
67,Non-binary,Master's,Widowed,56583.0,671.0,38191.0,Personal,Self-employed,0,Excellent,0.1131369164008013,296631.0,0.0,New April,IL,Trinidad and Tobago,2.0,0,Low
49,Female,PhD,Divorced,75372.0,671.0,22270.0,Business,Unemployed,2,Good,0.5112636192578738,256522.0,1.0,Christopherport,WI,Pitcairn Islands,3.0,1,Low
53,Female,Bachelor's,Widowed,86632.52084472601,682.0,71281.41384676492,Personal,Employed,33,Fair,0.30907491418901967,143382.0871877164,4.0,Synthetic,Synthetic,Synthetic,1.0,1,Medium
30,Non-binary,High School,Divorced,37187.0,717.0,34501.0,Personal,Unemployed,8,Good,0.5691688242876269,286851.0,0.0,South Taratown,SD,Tokelau,3.0,0,Medium
23,Male,High School,Divorced,73832.0,609.0,30850.0,Home,Employed,12,Excellent,0.5538995693864419,64542.0,1.0,Williamsside,AR,Zambia,3.0,0,Low
57,Non-binary,PhD,Divorced,113993.0,735.0,44979.0,Personal,Self-employed,3,Excellent,0.3520948077468743,54077.0,0.0,North Derek,OK,Niger,4.0,0,Low
65,Female,PhD,Widowed,25996.02619668506,618.0,50602.67967010771,Home,Employed,32,Poor,0.6409996837350866,12542.749635203187,4.0,Synthetic,Synthetic,Synthetic,2.0,2,High
40,Male,Bachelor's,Widowed,32506.260527147664,615.0,49399.60157481966,Home,Self-employed,17,Fair,0.46143820793848933,7917.47526573644,3.0,Synthetic,Synthetic,Synthetic,5.0,2,High
69,Non-binary,Master's,Widowed,33686.0,698.0,47501.0,Business,Employed,5,Poor,0.1450701295579727,216923.0,4.0,South Daniel,IN,China,2.0,2,Low
46,Non-binary,Bachelor's,Single,55647.54359467985,670.0,76286.42154073883,Business,Self-employed,30,Fair,0.30349469525771333,218863.8608303838,5.0,Synthetic,Synthetic,Synthetic,0.0,2,Medium
37,Non-binary,High School,Divorced,63017.252661111015,604.0,98956.95088720003,Auto,Employed,21,Fair,0.5295474404019112,52114.74624786374,4.0,Synthetic,Synthetic,Synthetic,5.0,2,High
40,Male,Bachelor's,Widowed,23487.0,679.0,37928.0,Business,Employed,16,Good,0.5485185313617404,287466.0,1.0,Lake Angelashire,IA,South Africa,0.0,2,Low
64,Female,High School,Married,63118.0,650.0,26448.0,Personal,Self-employed,13,Good,0.4145873576426062,94215.0,2.0,Adamville,WA,Burkina Faso,0.0,2,Low
59,Male,PhD,Married,20972.0,753.0,13905.0,Home,Self-employed,0,Poor,0.1399328642071323,37510.0,3.0,East Hannahmouth,MI,Bolivia,4.0,0,Low
44,Female,PhD,Married,66543.66168639521,618.0,112715.20332469561,Home,Employed,22,Fair,0.4396079958282969,30684.676373896604,3.0,Synthetic,Synthetic,Synthetic,5.0,0,High
57,Female,Master's,Single,92043.0,609.0,9274.0,Home,Unemployed,10,Good,0.1338743230497406,104422.0,3.0,Jonesfurt,DE,Uruguay,0.0,0,Low
25,Non-binary,Master's,Divorced,32084.0,786.0,32198.0,Personal,Self-employed,9,Fair,0.134267915708986,155611.0,0.0,Peterhaven,MP,Kyrgyz Republic,2.0,2,Low
51,Non-binary,PhD,Widowed,21268.0,722.0,26761.0,Personal,Employed,0,Good,0.5405509375481584,186485.0,4.0,Joycemouth,OK,Djibouti,0.0,2,Low
37,Non-binary,PhD,Divorced,76795.0,645.0,33454.0,Personal,Self-employed,13,Excellent,0.508511242,40258.0,4.0,Andreaborough,NV,Bangladesh,3.0,0,Low
52,Male,High School,Single,27446.0,750.0,43143.0,Auto,Unemployed,0,Excellent,0.5021940827655027,87805.0,1.0,New Adam,MT,Afghanistan,3.0,1,Low
49,Female,Bachelor's,Widowed,184140.67791161465,782.0,72931.91329999601,Home,Employed,2,Good,0.12136614776662508,361655.3358964408,5.0,Synthetic,Synthetic,Synthetic,0.0,1,Low
57,Non-binary,PhD,Single,72755.0,751.0,23476.0,Personal,Employed,0,Good,0.3612958781554646,290078.0,3.0,Christopherberg,AR,Mozambique,3.0,1,Low
39,Male,PhD,Divorced,67585.23564428356,795.0,11489.081882490806,Business,Self-employed,3,Excellent,0.19812566192086428,130404.47235022171,4.0,Synthetic,Synthetic,Synthetic,0.0,2,Low
35,Female,Master's,Single,30683.0,749.0,45526.0,Personal,Self-employed,0,Excellent,0.3602902560465336,211240.0,1.0,Andrewhaven,CO,Denmark,3.0,2,Medium
53,Female,High School,Married,27282.0,632.0,32759.0,Personal,Unemployed,5,Good,0.233079994,40730.0,4.0,Smithmouth,VT,Israel,0.0,0,Low
64,Female,Master's,Married,86028.50717302313,757.0,45327.05821775962,Home,Employed,10,Good,0.08623853338079242,359468.8917627753,5.0,Synthetic,Synthetic,Synthetic,0.0,2,Low
37,Male,PhD,Married,75704.0,626.0,22779.0,Personal,Employed,17,Good,0.1345095146276723,198108.0,1.0,Alexanderhaven,KY,Vanuatu,4.0,2,High
38,Non-binary,High School,Single,107084.0,652.0,21771.0,Personal,Unemployed,17,Good,0.3902071091082987,63686.0,4.0,East Lance,MT,Timor-Leste,2.0,1,Low
51,Female,PhD,Widowed,62185.0,666.0,49812.0,Auto,Self-employed,14,Excellent,0.5820663408854577,215503.0,3.0,Boothhaven,NH,Slovenia,4.0,2,Low
34,Female,High School,Single,57204.0,713.0,23615.0,Personal,Self-employed,1,Excellent,0.3354507347478744,135551.0,2.0,Parkerport,IL,Mauritius,2.0,0,Low
23,Non-binary,PhD,Divorced,47257.0,677.0,12034.0,Business,Self-employed,15,Poor,0.5890853651964854,202475.0,4.0,Alyssashire,PA,Malaysia,4.0,2,Low
23,Non-binary,PhD,Single,101638.0,612.0,34984.0,Personal,Self-employed,18,Good,0.2215602628794611,173539.0,4.0,Cynthiabury,HI,Guinea,4.0,1,Low
52,Female,Master's,Single,53462.01698034497,581.0,83224.47494283546,Business,Unemployed,1,Fair,0.41058072844924337,23528.4350493551,0.0,Synthetic,Synthetic,Synthetic,4.0,0,High
53,Female,Bachelor's,Married,24592.006534505046,626.0,34678.116384750436,Business,Unemployed,34,Poor,0.48408561625673574,89664.12114406774,1.0,Synthetic,Synthetic,Synthetic,4.0,0,High
58,Non-binary,Bachelor's,Married,112270.0,770.0,35434.0,Business,Self-employed,5,Good,0.4368802208895981,47254.0,1.0,Lake Christopherchester,CO,Guatemala,1.0,0,Medium
45,Male,Master's,Divorced,107851.0,729.0,36834.0,Personal,Employed,3,Poor,0.5128899194558231,182720.0,1.0,North Michaelberg,FL,Serbia,2.0,2,Low
22,Male,Master's,Divorced,22389.0,793.0,48212.0,Personal,Unemployed,16,Good,0.2965596965518638,237416.0,4.0,North Richard,SC,Tokelau,0.0,1,Low
20,Female,High School,Widowed,29635.0,715.0,23199.0,Home,Self-employed,12,Excellent,0.1893288432359318,291653.0,2.0,Port Sandraport,KS,Norway,1.0,2,Medium
63,Male,PhD,Single,73495.85905373364,584.0,55401.54361268434,Home,Employed,27,Poor,0.578732440759811,41079.248521275505,2.0,Synthetic,Synthetic,Synthetic,2.0,2,High
32,Non-binary,High School,Widowed,44832.0,786.0,26318.0,Auto,Employed,10,Good,0.1160374474660146,233532.0,0.0,North Derekbury,NV,Nauru,1.0,1,Low
